timestamp,topic,payload_raw,pose_x,pose_y,pose_z,pose_roll,pose_pitch,pose_yaw,j1,j2,j3,j4,j5,j6,linear,angular,gripper_value,event
2026-05-24T09:33:09.556,robot/gripper,g 0.76,,,,,,,,,0.76,gripper_cmd
2026-05-24T09:33:09.616,robot/gripper,g 0.55,,,,,,,,,0.55,gripper_cmd
2026-05-24T09:33:09.737,robot/gripper,g 0.45,,,,,,,,,0.45,gripper_cmd
2026-05-24T09:33:09.738,robot/gripper,g 0.42,,,,,,,,,0.42,gripper_cmd
2026-05-24T09:33:09.843,robot/gripper,g 0.38,,,,,,,,,0.38,gripper_cmd
2026-05-24T09:33:09.844,robot/gripper,g 0.28,,,,,,,,,0.28,gripper_cmd
2026-05-24T09:33:09.952,robot/gripper,g 0.17,,,,,,,,,0.17,gripper_cmd
2026-05-24T09:33:10.019,robot/gripper,g 0.15,,,,,,,,,0.15,gripper_cmd
2026-05-24T09:33:10.096,robot/gripper,g 0.03,,,,,,,,,0.03,gripper_cmd
2026-05-24T09:33:10.164,robot/gripper,g 0.24,,,,,,,,,0.24,gripper_cmd
2026-05-24T09:33:10.357,robot/gripper,g 0.24,,,,,,,,,0.24,gripper_cmd
2026-05-24T09:33:10.358,robot/gripper,g 0.24,,,,,,,,,0.24,gripper_cmd
2026-05-24T09:33:10.360,robot/gripper,g 0.37,,,,,,,,,0.37,gripper_cmd
2026-05-24T09:33:10.362,robot/gripper,g 0.43,,,,,,,,,0.43,gripper_cmd
2026-05-24T09:33:10.576,robot/gripper,g 0.43,,,,,,,,,0.43,gripper_cmd
2026-05-24T09:33:10.578,robot/gripper,g 0.49,,,,,,,,,0.49,gripper_cmd
2026-05-24T09:33:10.580,robot/gripper,g 0.78,,,,,,,,,0.78,gripper_cmd
2026-05-24T09:33:10.690,robot/gripper,g 0.87,,,,,,,,,0.87,gripper_cmd
2026-05-24T09:33:10.692,robot/gripper,g 0.87,,,,,,,,,0.87,gripper_cmd
2026-05-24T09:33:11.039,robot/gripper,g 0.87,,,,,,,,,0.87,gripper_cmd
2026-05-24T09:33:11.042,robot/gripper,g 0.85,,,,,,,,,0.85,gripper_cmd
2026-05-24T09:33:11.043,robot/gripper,g 0.85,,,,,,,,,0.85,gripper_cmd
2026-05-24T09:33:11.344,robot/gripper,g 0.85,,,,,,,,,0.85,gripper_cmd
2026-05-24T09:33:11.652,robot/gripper,g 0.85,,,,,,,,,0.85,gripper_cmd
2026-05-24T09:33:11.653,robot/gripper,g 0.83,,,,,,,,,0.83,gripper_cmd
2026-05-24T09:33:11.655,robot/gripper,g 0.83,,,,,,,,,0.83,gripper_cmd
2026-05-24T09:33:11.959,robot/gripper,g 0.83,,,,,,,,,0.83,gripper_cmd
2026-05-24T09:33:11.961,robot/gripper,g 0.8,,,,,,,,,0.8,gripper_cmd
2026-05-24T09:33:11.963,robot/gripper,g 0.8,,,,,,,,,0.8,gripper_cmd
2026-05-24T09:33:11.965,robot/gripper,g 0.8,,,,,,,,,0.8,gripper_cmd
2026-05-24T09:33:12.589,robot/gripper,g 0.8,,,,,,,,,0.8,gripper_cmd
2026-05-24T09:33:12.591,robot/gripper,g 0.74,,,,,,,,,0.74,gripper_cmd
2026-05-24T09:33:12.593,robot/gripper,g 0.14,,,,,,,,,0.14,gripper_cmd
2026-05-24T09:33:12.594,robot/gripper,g 0.61,,,,,,,,,0.61,gripper_cmd
2026-05-24T09:33:12.861,robot/gripper,g 0.99,,,,,,,,,0.99,gripper_cmd
2026-05-24T09:33:12.862,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:12.864,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:13.003,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:13.005,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:13.071,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:13.227,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:13.229,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:13.332,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:13.335,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:13.733,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:13.735,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:13.822,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:13.951,robot/gripper,g 0.83,,,,,,,,,0.83,gripper_cmd
2026-05-24T09:33:14.076,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:14.218,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:14.220,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:14.307,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:14.435,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:14.437,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:14.521,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:14.658,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:14.942,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:14.944,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:33:15.027,robot/gripper,g 0.99,,,,,,,,,0.99,gripper_cmd
2026-05-24T09:33:15.152,robot/gripper,g 0.33,,,,,,,,,0.33,gripper_cmd
2026-05-24T09:33:15.238,robot/gripper,g 0.3,,,,,,,,,0.3,gripper_cmd
2026-05-24T09:33:15.447,robot/gripper,g 0.3,,,,,,,,,0.3,gripper_cmd
2026-05-24T09:33:15.449,robot/gripper,g 0.33,,,,,,,,,0.33,gripper_cmd
2026-05-24T09:33:15.605,robot/gripper,g 0.33,,,,,,,,,0.33,gripper_cmd
2026-05-24T09:35:09.952,system,,,,,,,,,,,shutdown
2026-05-24T09:51:33.501,robot/gripper,g 0.01,,,,,,,,,0.01,gripper_cmd
2026-05-24T09:51:33.504,robot/gripper,g 0.47,,,,,,,,,0.47,gripper_cmd
2026-05-24T09:51:33.576,robot/gripper,g 0.7,,,,,,,,,0.7,gripper_cmd
2026-05-24T09:51:33.709,robot/gripper,g 0.74,,,,,,,,,0.74,gripper_cmd
2026-05-24T09:51:33.888,robot/gripper,g 0.76,,,,,,,,,0.76,gripper_cmd
2026-05-24T09:51:33.989,robot/gripper,g 0.76,,,,,,,,,0.76,gripper_cmd
2026-05-24T09:51:34.106,robot/gripper,g 0.76,,,,,,,,,0.76,gripper_cmd
2026-05-24T09:51:34.958,robot/gripper,g 0.76,,,,,,,,,0.76,gripper_cmd
2026-05-24T09:51:34.960,robot/gripper,g 0.74,,,,,,,,,0.74,gripper_cmd
2026-05-24T09:51:35.021,robot/gripper,g 0.55,,,,,,,,,0.55,gripper_cmd
2026-05-24T09:51:35.099,robot/gripper,g 0.22,,,,,,,,,0.22,gripper_cmd
2026-05-24T09:51:35.218,robot/gripper,g 0.18,,,,,,,,,0.18,gripper_cmd
2026-05-24T09:51:35.354,robot/gripper,g 0.62,,,,,,,,,0.62,gripper_cmd
2026-05-24T09:51:35.444,robot/gripper,g 0.64,,,,,,,,,0.64,gripper_cmd
2026-05-24T09:51:35.948,robot/gripper,g 0.64,,,,,,,,,0.64,gripper_cmd
2026-05-24T09:51:35.950,robot/gripper,g 0.64,,,,,,,,,0.64,gripper_cmd
2026-05-24T09:51:36.018,robot/gripper,g 0.68,,,,,,,,,0.68,gripper_cmd
2026-05-24T09:51:36.306,robot/gripper,g 0.68,,,,,,,,,0.68,gripper_cmd
2026-05-24T09:51:36.309,robot/gripper,g 0.74,,,,,,,,,0.74,gripper_cmd
2026-05-24T09:51:36.383,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:36.501,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:36.502,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:36.559,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:36.623,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:36.681,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:36.901,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:36.903,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:36.974,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:37.041,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:37.158,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:37.206,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:37.275,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:37.277,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:37.399,robot/gripper,g 1,,,,,,,,,1.0,gripper_cmd
2026-05-24T09:51:37.400,robot/gripper,g 0.97,,,,,,,,,0.97,gripper_cmd
2026-05-24T09:51:37.461,robot/gripper,g 0.89,,,,,,,,,0.89,gripper_cmd
2026-05-24T09:51:37.580,robot/gripper,g 0.83,,,,,,,,,0.83,gripper_cmd
2026-05-24T09:51:37.582,robot/gripper,g 0.78,,,,,,,,,0.78,gripper_cmd
2026-05-24T09:51:37.710,robot/gripper,g 0.53,,,,,,,,,0.53,gripper_cmd
2026-05-24T09:51:37.805,robot/gripper,g 0.11,,,,,,,,,0.11,gripper_cmd
2026-05-24T09:51:37.893,robot/gripper,g 0.34,,,,,,,,,0.34,gripper_cmd
2026-05-24T09:51:37.989,robot/gripper,g 0.42,,,,,,,,,0.42,gripper_cmd
2026-05-24T09:51:38.078,robot/gripper,g 0.45,,,,,,,,,0.45,gripper_cmd
2026-05-24T09:51:38.172,robot/gripper,g 0.57,,,,,,,,,0.57,gripper_cmd
2026-05-24T09:51:38.262,robot/gripper,g 0.76,,,,,,,,,0.76,gripper_cmd
2026-05-24T09:51:38.349,robot/gripper,g 0.82,,,,,,,,,0.82,gripper_cmd
2026-05-24T09:51:38.576,robot/gripper,g 0.8,,,,,,,,,0.8,gripper_cmd
2026-05-24T09:52:16.898,system,,,,,,,,,,,disconnect_rcNormal disconnection
2026-05-24T09:52:20.695,system,,,,,,,,,,,shutdown
2026-05-24T09:59:02.848,robot/gripper,g 0.01,,,,,,,,,0.01,gripper_cmd
2026-05-24T09:59:02.850,robot/gripper,g 0.15,,,,,,,,,0.15,gripper_cmd
2026-05-24T09:59:02.890,robot/gripper,g 0.45,,,,,,,,,0.45,gripper_cmd
2026-05-24T09:59:02.966,robot/gripper,g 0.55,,,,,,,,,0.55,gripper_cmd
2026-05-24T09:59:03.010,robot/gripper,g 0.61,,,,,,,,,0.61,gripper_cmd
2026-05-24T09:59:03.067,robot/gripper,g 0.63,,,,,,,,,0.63,gripper_cmd
2026-05-24T09:59:03.126,robot/gripper,g 0.7,,,,,,,,,0.7,gripper_cmd
2026-05-24T09:59:03.185,robot/gripper,g 0.7,,,,,,,,,0.7,gripper_cmd
2026-05-24T09:59:03.247,robot/gripper,g 0.7,,,,,,,,,0.7,gripper_cmd
2026-05-24T09:59:03.443,robot/gripper,g 0.7,,,,,,,,,0.7,gripper_cmd
2026-05-24T09:59:03.445,robot/gripper,g 0.7,,,,,,,,,0.7,gripper_cmd
2026-05-24T09:59:03.501,robot/gripper,g 0.61,,,,,,,,,0.61,gripper_cmd
2026-05-24T09:59:03.666,robot/gripper,g 0.49,,,,,,,,,0.49,gripper_cmd
2026-05-24T09:59:03.668,robot/gripper,g 0.34,,,,,,,,,0.34,gripper_cmd
2026-05-24T09:59:03.713,robot/gripper,g 0.15,,,,,,,,,0.15,gripper_cmd
2026-05-24T09:59:03.715,robot/gripper,g 0.07,,,,,,,,,0.07,gripper_cmd
2026-05-24T09:59:03.755,robot/gripper,g 0.05,,,,,,,,,0.05,gripper_cmd
2026-05-24T09:59:36.022,system,,,,,,,,,,,disconnect_rcNormal disconnection
2026-05-24T09:59:39.781,system,,,,,,,,,,,shutdown
2026-05-24T11:38:37.040,robot/arm,b 67.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T11:38:45.610,robot/gripper,g 0.11,,,,,,,,,0.11,gripper_cmd
2026-05-24T11:38:45.612,robot/gripper,g 0.3,,,,,,,,,0.3,gripper_cmd
2026-05-24T11:38:45.685,robot/gripper,g 0.61,,,,,,,,,0.61,gripper_cmd
2026-05-24T11:38:45.873,robot/gripper,g 0.84,,,,,,,,,0.84,gripper_cmd
2026-05-24T11:38:46.010,robot/gripper,g 0.86,,,,,,,,,0.86,gripper_cmd
2026-05-24T11:38:46.711,robot/gripper,g 0.86,,,,,,,,,0.86,gripper_cmd
2026-05-24T11:38:46.713,robot/gripper,g 0.84,,,,,,,,,0.84,gripper_cmd
2026-05-24T11:38:46.778,robot/gripper,g 0.84,,,,,,,,,0.84,gripper_cmd
2026-05-24T11:38:56.861,system,,,,,,,,,,,disconnect_rcNormal disconnection
2026-05-24T11:39:00.641,system,,,,,,,,,,,shutdown
2026-05-24T12:01:39.761,robot/arm,b 95.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:40.066,robot/arm,b 89.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:40.178,robot/arm,b 86.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:40.179,robot/arm,b 82.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:40.248,robot/arm,b 79.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:40.335,robot/arm,b 78.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:40.485,robot/arm,b 73.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:41.524,robot/arm,b 71.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:41.525,robot/arm,b 68.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:41.602,robot/arm,b 64.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:41.736,robot/arm,b 60.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:42.797,robot/arm,b 61.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:42.799,robot/arm,b 85.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:42.931,robot/arm,b 92.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:43.080,robot/arm,b 124.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:43.322,robot/arm,b 176.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:43.521,robot/arm,b 180.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:45.555,robot/arm,e 135.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:47.309,robot/arm,s 59.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:01:51.508,robot/gripper,g 0.05,,,,,,,,,0.05,gripper_cmd
2026-05-24T12:01:51.737,robot/gripper,g 0.05,,,,,,,,,0.05,gripper_cmd
2026-05-24T12:01:51.740,robot/gripper,g 0.09,,,,,,,,,0.09,gripper_cmd
2026-05-24T12:01:51.782,robot/gripper,g 0.17,,,,,,,,,0.17,gripper_cmd
2026-05-24T12:01:51.919,robot/gripper,g 0.22,,,,,,,,,0.22,gripper_cmd
2026-05-24T12:01:51.922,robot/gripper,g 0.26,,,,,,,,,0.26,gripper_cmd
2026-05-24T12:01:51.948,robot/gripper,g 0.26,,,,,,,,,0.26,gripper_cmd
2026-05-24T12:01:52.074,robot/gripper,g 0.34,,,,,,,,,0.34,gripper_cmd
2026-05-24T12:01:52.076,robot/gripper,g 0.49,,,,,,,,,0.49,gripper_cmd
2026-05-24T12:01:52.077,robot/gripper,g 0.51,,,,,,,,,0.51,gripper_cmd
2026-05-24T12:01:52.230,robot/gripper,g 0.51,,,,,,,,,0.51,gripper_cmd
2026-05-24T12:01:52.399,robot/gripper,g 0.51,,,,,,,,,0.51,gripper_cmd
2026-05-24T12:01:52.401,robot/gripper,g 0.51,,,,,,,,,0.51,gripper_cmd
2026-05-24T12:01:52.403,robot/gripper,g 0.55,,,,,,,,,0.55,gripper_cmd
2026-05-24T12:01:52.405,robot/gripper,g 0.65,,,,,,,,,0.65,gripper_cmd
2026-05-24T12:01:52.701,robot/gripper,g 0.7,,,,,,,,,0.7,gripper_cmd
2026-05-24T12:01:52.703,robot/gripper,g 0.74,,,,,,,,,0.74,gripper_cmd
2026-05-24T12:01:52.705,robot/gripper,g 0.78,,,,,,,,,0.78,gripper_cmd
2026-05-24T12:01:52.707,robot/gripper,g 0.95,,,,,,,,,0.95,gripper_cmd
2026-05-24T12:01:52.709,robot/gripper,g 0.99,,,,,,,,,0.99,gripper_cmd
2026-05-24T12:01:53.012,robot/gripper,g 0.97,,,,,,,,,0.97,gripper_cmd
2026-05-24T12:01:53.014,robot/gripper,g 0.97,,,,,,,,,0.97,gripper_cmd
2026-05-24T12:01:53.317,robot/gripper,g 0.97,,,,,,,,,0.97,gripper_cmd
2026-05-24T12:01:53.319,robot/gripper,g 0.97,,,,,,,,,0.97,gripper_cmd
2026-05-24T12:01:53.321,robot/gripper,g 0.95,,,,,,,,,0.95,gripper_cmd
2026-05-24T12:01:53.323,robot/gripper,g 0.88,,,,,,,,,0.88,gripper_cmd
2026-05-24T12:01:53.345,robot/gripper,g 0.78,,,,,,,,,0.78,gripper_cmd
2026-05-24T12:01:53.347,robot/gripper,g 0.45,,,,,,,,,0.45,gripper_cmd
2026-05-24T12:01:53.625,robot/gripper,g 0.09,,,,,,,,,0.09,gripper_cmd
2026-05-24T12:01:53.629,robot/gripper,g 0.2,,,,,,,,,0.2,gripper_cmd
2026-05-24T12:01:53.632,robot/gripper,g 0.39,,,,,,,,,0.39,gripper_cmd
2026-05-24T12:01:53.931,robot/gripper,g 0.39,,,,,,,,,0.39,gripper_cmd
2026-05-24T12:01:53.933,robot/gripper,g 0.39,,,,,,,,,0.39,gripper_cmd
2026-05-24T12:01:53.935,robot/gripper,g 0.39,,,,,,,,,0.39,gripper_cmd
2026-05-24T12:01:53.937,robot/gripper,g 0.39,,,,,,,,,0.39,gripper_cmd
2026-05-24T12:01:53.942,robot/gripper,g 0.39,,,,,,,,,0.39,gripper_cmd
2026-05-24T12:01:53.944,robot/gripper,g 0.37,,,,,,,,,0.37,gripper_cmd
2026-05-24T12:01:54.229,robot/gripper,g 0.35,,,,,,,,,0.35,gripper_cmd
2026-05-24T12:01:54.232,robot/gripper,g 0.35,,,,,,,,,0.35,gripper_cmd
2026-05-24T12:02:15.730,system,,,,,,,,,,,disconnect_rcNormal disconnection
2026-05-24T12:02:19.470,system,,,,,,,,,,,shutdown
2026-05-24T12:11:54.501,robot/gripper,g 0.13,,,,,,,,,0.13,gripper_cmd
2026-05-24T12:11:54.809,robot/gripper,g 0.36,,,,,,,,,0.36,gripper_cmd
2026-05-24T12:11:54.811,robot/gripper,g 0.63,,,,,,,,,0.63,gripper_cmd
2026-05-24T12:11:54.812,robot/gripper,g 0.65,,,,,,,,,0.65,gripper_cmd
2026-05-24T12:12:07.094,robot/arm,e 32.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:12:11.127,system,,,,,,,,,,,disconnect_rcNormal disconnection
2026-05-24T12:12:14.866,system,,,,,,,,,,,shutdown
2026-05-24T12:17:34.706,robot/arm,s 138.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:17:37.478,robot/arm,s 39.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:17:38.628,robot/arm,b 114.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:17:40.374,robot/arm,w 30.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:17:41.259,robot/arm,e 32.00,,,,,,,,,,bad_json:Expecting value: line 1 column 1 (char 0)
2026-05-24T12:17:43.905,robot/gripper,g 0.1,,,,,,,,,0.1,gripper_cmd
2026-05-24T12:17:43.907,robot/gripper,g 0.01,,,,,,,,,0.01,gripper_cmd
2026-05-24T12:17:43.944,robot/gripper,g 0.22,,,,,,,,,0.22,gripper_cmd
2026-05-24T12:17:43.991,robot/gripper,g 0.42,,,,,,,,,0.42,gripper_cmd
2026-05-24T12:17:44.081,robot/gripper,g 0.49,,,,,,,,,0.49,gripper_cmd
2026-05-24T12:17:44.137,robot/gripper,g 0.51,,,,,,,,,0.51,gripper_cmd
2026-05-24T12:17:49.179,system,,,,,,,,,,,disconnect_rcNormal disconnection
2026-05-24T12:17:52.924,system,,,,,,,,,,,shutdown
2026-05-24T12:20:35.080,robot/arm,b 60.00,1.0472,0.52327,-0.52288,-0.03655,0.12324,-0.15434,,,,arm_text_b
2026-05-24T12:20:36.085,feedback,,0.16712,0.52327,-0.52288,-0.03655,0.12324,-0.15434,,,,actual_joints
2026-05-24T12:20:38.957,robot/arm,s 139.00,0.16712,2.42601,-0.52288,-0.03655,0.12324,-0.15434,,,,arm_text_s
2026-05-24T12:20:39.962,feedback,,0.49477,1.09855,-0.52288,-0.03655,0.12196,-0.15434,,,,actual_joints
2026-05-24T12:20:40.003,robot/arm,s 52.00,0.49477,0.90757,-0.52288,-0.03655,0.12196,-0.15434,,,,arm_text_s
2026-05-24T12:20:40.006,robot/arm,s 50.00,0.49477,0.87266,-0.52288,-0.03655,0.12196,-0.15434,,,,arm_text_s
2026-05-24T12:20:41.008,feedback,,0.49389,0.90841,-0.52288,-0.03655,0.12196,-0.15434,,,,actual_joints
2026-05-24T12:20:42.013,feedback,,0.49389,0.8731,-0.52288,-0.03655,0.12147,-0.15434,,,,actual_joints
2026-05-24T12:20:50.388,robot/arm,s 115.00,0.49389,2.00713,-0.52288,-0.03655,0.12147,-0.15434,,,,arm_text_s
2026-05-24T12:20:51.392,feedback,,0.49389,1.42754,-0.52288,-0.03655,0.11968,-0.15434,,,,actual_joints
2026-05-24T12:20:52.979,robot/arm,s 39.00,0.49389,0.68068,-0.52288,-0.03655,0.11968,-0.15434,,,,arm_text_s
2026-05-24T12:20:53.993,feedback,,0.49389,1.78088,-0.53098,-0.03339,0.01918,-0.15251,,,,actual_joints
2026-05-24T12:20:54.736,robot/arm,b 114.00,1.98968,1.78088,-0.53098,-0.03339,0.01918,-0.15251,,,,arm_text_b
2026-05-24T12:20:55.749,feedback,,0.49389,1.78088,-0.53098,-0.03339,0.01918,-0.15251,,,,actual_joints
2026-05-24T12:20:55.750,robot/arm,b 37.00,0.64577,1.78088,-0.53098,-0.03339,0.01918,-0.15251,,,,arm_text_b
2026-05-24T12:20:56.754,feedback,,0.49389,1.78088,-0.53098,-0.03339,0.01918,-0.15251,,,,actual_joints
